GAUGE	type	tone_sgn	base_x	base_y	head_x	head_y	plot_CD	draw_CD	wafer_CD	cost_wt	GroupName	Mask_size	CD	range_min	range_max	check_status	Model Error	Model CD	Error %	Through Cond. Error	ADI Model CD	ILS Result (1/um)	AI_CD	Gauge Center X	Gauge Center Y	Spec_error
Site_R93_C5	2D	-1	1930554	6828997.5	1930553.95	6829132.5	2100	135	178.13	1	iso_le	2D	200	-6.75	6.75	1	-0.81	177.32	0.45	0.81	0	38.7131	160.19	0	0	0
Site_R93_C6	2D	-1	1930554	6824813.5	1930554	6825036.5	2150	223	268.56	1	iso_le	2D	300	-11.15	11.15	1	-1.47	267.09	0.55	1.47	0	36.7667	249.33	0	0	0
Site_R94_C1	2D	-1	1935054	6845599.4	1935054	6845650.6	2030	51.2	51.62	1	iso_le	2D	60	-5	5	1	1.15	52.77	2.23	1.15	0	19.4784	52.56	0	0	0
Site_R94_C2	2D	-1	1935054.05	6841456.6	1935054.05	6841513.4	2040	56.8	65.07	1	iso_le	2D	80	-5	5	1	2.11	67.18	3.25	2.11	0	24.3093	65.46	0	0	0
Site_R94_C3	2D	-1	1935054	6837311.6	1935054	6837378.4	2050	66.8	84.83	1	iso_le	2D	100	-5	5	1	0.27	85.1	0.31	0.27	0	29.7902	80.91	0	0	0
Site_R94_C4	2D	-1	1935054.05	6833158.2	1935054.05	6833251.8	2070	93.6	124.91	1	iso_le	2D	140	-5	5	1	-3.79	121.12	3.03	3.79	0	35.0143	111.45	0	0	0
Site_R94_C5	2D	-1	1935054	6828994.3	1935054	6829135.7	2100	141.4	178.96	1	iso_le	2D	200	-7.07	7.07	1	-3.92	175.04	2.19	3.92	0	38.3833	162.5	0	0	0
Site_R94_C6	2D	-1	1935054	6824810.4	1935054	6825039.6	2150	229.2	267.59	1	iso_le	2D	300	-11.46	11.46	1	-3.04	264.55	1.14	3.04	0	40.8868	251.23	0	0	0
Site_R95_C1	2D	-1	1939554	6845590.2	1939554	6845659.8	2030	69.6	58.15	1	iso_le	2D	60	-5	5	1	-5.02	53.13	8.64	5.02	0	17.8721	61.01	0	0	0.0242761
Site_R95_C3	2D	-1	1939554	6837301.5	1939554	6837388.5	2050	87	93.31	0.5	iso_le	2D	100	-5	5	1	-6.43	86.88	6.9	6.43	0	27.8382	87.72	0	0	1.43381
Site_R95_C4	2D	-1	1939554	6833145.3	1939554	6833264.7	2070	119.4	137.4	0.5	iso_le	2D	140	-5.97	5.97	1	-6.85	130.55	4.99	6.85	0	32.3138	125.02	0	0	0
Site_R95_C5	2D	-1	1939554	6828981.1	1939554	6829148.9	2100	167.8	192.67	0.5	iso_le	2D	200	-8.39	8.39	1	-7.41	185.26	3.85	7.41	0	38.5969	177.1	0	0	0
Site_R95_C6	2D	-1	1939554	6824796.3	1939554	6825053.8	2150	257.5	282.82	0.5	iso_le	2D	300	-12.875	12.875	1	-7.07	275.75	2.5	7.07	0	38.4885	266.78	0	0	0
Site_R96_C1	2D	-1	1944054	6845585.9	1944054	6845664.1	2030	78.2	55.72	0.5	iso_le	2D	60	-5	5	1	-8.93	46.79	16.03	8.93	0	21.1324	53.91	0	0	3.92971
Site_R96_C2	2D	-1	1944054	6841528.8	1944054	6841441.2	2040	87.6	71.58	0.2	iso_le	2D	80	-5	5	1	-9.77	61.81	13.65	9.77	0	24.8317	66.71	0	0	4.77334
Site_R96_C3	2D	-1	1944054	6837292.1	1944054	6837397.9	2050	105.8	93.79	0.2	iso_le	2D	100	-5.29	5.29	1	-9.92	83.87	10.58	9.92	0	28.0557	85.15	0	0	4.92036
Site_R96_C4	2D	-1	1944054	6833138.8	1944054	6833271.2	2070	132.4	135.39	0.5	iso_le	2D	140	-6.62	6.62	1	-7.33	128.06	5.41	7.33	0	31.806	123.38	0	0	0.557289
Site_R96_C5	2D	-1	1944054	6828975.2	1944054	6829154.8	2100	179.6	191.78	0.5	iso_le	2D	200	-8.98	8.98	1	-8.71	183.07	4.54	8.71	0	40.3648	175.56	0	0	0
Site_R96_C6	2D	-1	1944054	6824790	1944054	6825060	2150	270	284.45	0.5	iso_le	2D	300	-13.5	13.5	1	-11.09	273.36	3.9	11.09	0	39.9918	264.94	0	0	0
Site_R74_C1	1D	1	1845054	6845658.7	1845054	6845592.2	131	66.5	77.81	1	iso_pad	1D	71	-2	2	1	-1.77	76.04	2.27	1.77	0	21.0699	69.57	0	0	0
Site_R74_C2	1D	1	1845054	6841519.4	1845054	6841451.5	141	67.9	77.81	0.5	iso_pad	1D	71	-2	2	1	-2.98	74.83	3.83	2.98	0	22.3465	69.36	0	0	0.976834
Site_R74_C3	1D	1	1845054	6837380.3	1845054	6837310.6	151	69.7	76.95	1	iso_pad	1D	71	-2	2	1	-2.82	74.13	3.67	2.82	0	23.3083	69.65	0	0	0.822545
Site_R74_C4	1D	1	1845054	6833244.9	1845054	6833166	161	78.9	76.55	1	iso_pad	1D	71	-2	2	1	-1.76	74.79	2.3	1.76	0	26.8814	71.65	0	0	0
Site_R74_C5	1D	1	1845054	6829105.7	1845054	6829025.2	171	80.5	74.09	1	iso_pad	1D	71	-2	2	1	-0.87	73.22	1.18	0.87	0	29.1454	72.26	0	0	0
Site_R75_C1	1D	1	1849554	6845669.4	1849554	6845581.5	221	87.9	64.24	1	iso_pad	1D	71	-2	2	1	-1.68	62.56	2.62	1.68	0	38.5827	68.43	0	0	0
Site_R75_C2	1D	1	1849554	6841530.2	1849554	6841440.7	251	89.5	62.63	1	iso_pad	1D	71	-2	2	1	-1.05	61.58	1.67	1.05	0	41.8304	69.13	0	0	0
Site_R75_C3	1D	1	1849554	6837383.3	1849554	6837307.6	281	75.7	62.94	1	iso_pad	1D	71	-2	2	1	-1.04	61.9	1.66	1.04	0	36.0537	65.52	0	0	0
Site_R75_C4	1D	1	1849554	6833243.9	1849554	6833167	311	76.9	62.66	1	iso_pad	1D	71	-2	2	1	-0.53	62.13	0.84	0.53	0	33.6884	67.87	0	0	0
Site_R75_C6	1D	1	1849554	6824960.7	1849554	6824890.2	431	70.5	60.85	1	iso_pad	1D	71	-2	2	1	-1.69	59.16	2.78	1.69	0	36.6488	60.86	0	0	0
Site_R76_C1	1D	1	1854054	6845661.2	1854054	6845589.7	131	71.5	75.18	1	iso_pad	1D	71	-2	2	1	-1.99	73.19	2.65	1.99	0	23.808	67.83	0	0	0
Site_R76_C2	1D	1	1854054	6841522.4	1854054	6841448.5	135	73.9	79.3	1	iso_pad	1D	75	-2	2	1	-2.07	77.23	2.61	2.07	0	22.7318	71.48	0	0	0.0717444
Site_R76_C3	1D	1	1854054	6837306.6	1854054	6837383.4	140	76.8	84.25	1	iso_pad	1D	80	-2	2	1	-2.54	81.71	3.01	2.54	0	21.6844	75.58	0	0	0.537471
Site_R76_C6	1D	1	1854050	6825425	1854050	6824425	155	137	95.4	1	iso_pad	vrf	95	-2.74	2.74	1	0.16	95.56	0.17	0.16	0	19.4587	88.48	0	0	0
Site_R77_C1	1D	1	1858554	6845667.2	1858554	6845582.8	160	84.4	96.25	1	iso_pad	1D	100	-2	2	1	0.1	96.35	0.11	0.1	0	20.1941	89.45	0	0	0
Site_R77_C2	1D	1	1858550	6841985	1858550	6840985	170	135	103.47	1	iso_pad	vrf	110	-2.7	2.7	1	1.98	105.45	1.91	1.98	0	20.0928	98.44	0	0	0
Site_R77_C6	1D	1	1858550	6825425	1858550	6824425	210	127.5	139.65	1	iso_pad	1D	150	-2.55	2.55	1	2.42	142.07	1.73	2.42	0	27.3035	137.51	0	0	0
Site_R78_C1	1D	1	1863050	6846125	1863050	6845125	131	185	77.32	1	iso_pad	vrf	71	-3.7	3.7	1	-1.61	75.71	2.08	1.61	0	21.2045	69.3	0	0	0
Site_R78_C2	1D	1	1863050	6841985	1863050	6840985	131	185	77.47	1	iso_pad	vrf	71	-3.7	3.7	1	-1.75	75.72	2.25	1.75	0	21.1557	69.29	0	0	0
Site_R78_C3	1D	1	1863050	6837845	1863050	6836845	131	189	78.29	1	iso_pad	vrf	71	-3.78	3.78	1	-1.92	76.37	2.45	1.92	0	20.9276	69.85	0	0	0
Site_R78_C6	1D	1	1863050	6825425	1863050	6824425	131	176	75.89	1	iso_pad	vrf	71	-3.52	3.52	1	-1.92	73.97	2.52	1.92	0	22.6444	67.78	0	0	0
Site_R79_C1	1D	1	1867550	6846125	1867550	6845125	131	175	77.13	1	iso_pad	vrf	71	-3.5	3.5	1	-0.67	76.46	0.87	0.67	0	21.2882	70	0	0	0
Site_R79_C2	1D	1	1867550	6841985	1867550	6840985	131	175	77.94	1	iso_pad	vrf	71	-3.5	3.5	1	-3.75	74.19	4.82	3.75	0	23.0609	68.07	0	0	1.75401
Site_R79_C3	1D	1	1867550	6837845	1867550	6836845	131	174	76.45	1	iso_pad	vrf	71	-3.48	3.48	1	-5.34	71.11	6.99	5.34	0	20.7393	64.8	0	0	3.34225
Site_R114_C1	2D	1	2025053.55	6845658.4	2025053.55	6845592.5	131	65.9	74.5	1	iso_Tjunc	pw	71	-5	5	1	-1.09	73.41	1.46	3.01	0	20.5288	70.51	0	0	0
Site_R114_C2	2D	1	2025053.55	6841522.2	2025053.55	6841448.8	141	73.4	71.53	1	iso_Tjunc	2D	71	-5	5	1	1.34	72.87	1.87	1.34	0	24.1479	70.92	0	0	0
Site_R114_C3	2D	1	2025053.55	6837384.3	2025053.55	6837306.6	151	77.7	71.4	1	iso_Tjunc	2D	71	-5	5	1	1.17	72.57	1.64	1.17	0	26.3798	71.43	0	0	0
Site_R114_C4	2D	1	2025053.55	6833246.7	2025053.55	6833164.2	171	82.5	66.37	1	iso_Tjunc	2D	71	-5	5	1	3.67	70.04	5.52	3.67	0	30.9282	71.38	0	0	0
Site_R114_C5	2D	1	2025053.55	6829105.8	2025053.55	6829025.1	191	80.7	60.88	1	iso_Tjunc	2D	71	-5	5	1	3.96	64.84	6.5	3.96	0	34.881	68.83	0	0	0
Site_R114_C6	2D	1	2025053.55	6824965.5	2025053.55	6824885.4	221	80.1	58.15	1	iso_Tjunc	2D	71	-5	5	1	2.89	61.04	4.98	2.89	0	36.7861	67.64	0	0	0
Site_R115_C1	2D	1	2029550	6846125	2029550	6845125	131	72.9	73.37	1	iso_Tjunc	vrf	71	-5	5	1	1.47	74.84	2	1.47	0	19.3686	71.43	0	0	0
Site_R115_C2	2D	1	2029550	6841985	2029550	6840985	141	72.9	74.95	1	iso_Tjunc	vrf	71	-5	5	1	-0.77	74.18	1.03	0.77	0	22.9181	71.82	0	0	0
Site_R115_C3	2D	1	2029550	6837845	2029550	6836845	151	72.9	71.45	1	iso_Tjunc	vrf	71	-5	5	1	2.12	73.57	2.97	2.12	0	25.2821	72.07	0	0	0
Site_R115_C4	2D	1	2029550	6833705	2029550	6832705	171	70.9	67.3	1	iso_Tjunc	vrf	71	-5	5	1	3.46	70.76	5.15	3.46	0	30.5597	71.92	0	0	0
Site_R115_C5	2D	1	2029550	6829565	2029550	6828565	191	65.9	62.01	1	iso_Tjunc	vrf	71	-5	5	1	3.69	65.7	5.95	3.69	0	34.009	69.83	0	0	0
Site_R115_C6	2D	1	2029550	6825425	2029550	6824425	221	61.9	57.82	1	iso_Tjunc	vrf	71	-5	5	1	4.13	61.95	7.15	4.13	0	35.4203	68.87	0	0	0
Site_R116_C1	2D	1	2034054	6845656.3	2034054	6845594.6	131	61.7	73.31	1	iso_Tjunc	2D	71	-5	5	1	1.45	74.76	1.97	1.45	0	20.3585	69.46	0	0	0
Site_R116_C2	2D	1	2034054	6841518.9	2034054	6841452	141	66.9	71.67	1	iso_Tjunc	2D	71	-5	5	1	2.31	73.98	3.22	2.31	0	23.5459	69.93	0	0	0
Site_R116_C3	2D	1	2034054	6837380.6	2034054	6837310.3	151	70.3	72.31	1	iso_Tjunc	2D	71	-5	5	1	1.59	73.9	2.2	1.59	0	25.657	70.87	0	0	0
Site_R116_C4	2D	1	2034054	6833242.8	2034054	6833168.1	171	74.7	68.89	1	iso_Tjunc	2D	71	-5	5	1	2.8	71.69	4.07	2.8	0	30.2925	71.65	0	0	0
Site_R116_C5	2D	1	2034054	6829102.8	2034054	6829028.1	191	74.7	62.74	1	iso_Tjunc	2D	71	-5	5	1	3.78	66.52	6.02	3.78	0	33.4698	70.03	0	0	0
Site_R116_C6	2D	1	2034054	6824964.2	2034054	6824886.7	221	77.5	55.75	0.5	iso_Tjunc	2D	71	-5	5	1	6.26	62.01	11.23	6.26	0	35.2538	68.81	0	0	1.26157
Site_R117_C1	2D	1	2038554	6845656.3	2038554	6845594.6	131	61.7	69.56	1	iso_Tjunc	2D	71	-5	5	1	3.77	73.33	5.42	3.77	0	22.8699	67.29	0	0	0
Site_R117_C2	2D	1	2038554	6841517.3	2038554	6841453.6	141	63.7	70.42	1	iso_Tjunc	2D	71	-5	5	1	3.12	73.54	4.43	3.12	0	24.3317	68.33	0	0	0
Site_R117_C3	2D	1	2038554	6837378	2038554	6837312.9	151	65.1	71.69	1	iso_Tjunc	2D	71	-5	5	1	2.07	73.76	2.89	2.07	0	25.2088	69.43	0	0	0
Site_R117_C4	2D	1	2038554	6833238.8	2038554	6833172.1	171	66.7	66.57	1	iso_Tjunc	2D	71	-5	5	1	4.52	71.09	6.79	4.52	0	29.3047	70.27	0	0	0
Site_R117_C5	2D	1	2038554	6829100.4	2038554	6829030.5	191	69.9	66.17	1	iso_Tjunc	2D	71	-5	5	1	0.41	66.58	0.61	0.41	0	31.4449	69.92	0	0	0
Site_R117_C6	2D	1	2038554	6824965.3	2038554	6824885.6	221	79.7	59.62	1	iso_Tjunc	2D	71	-5	5	1	1.96	61.58	3.29	1.96	0	36.0653	67.58	0	0	0
Site_R118_C1	2D	1	2043053.55	6845673.9	2043053.55	6845576.1	180	97.8	123.89	0.5	iso_Tjunc	2D	120	-5	5	1	-6.72	117.17	5.42	6.72	0	16.7315	113.29	0	0	0.521514
Site_R118_C2	2D	1	2043053.55	6841536.1	2043053.55	6841433.9	190	102.2	118.61	1	iso_Tjunc	2D	120	-5.11	5.11	1	-2.44	116.17	2.06	2.44	0	20.0726	113.8	0	0	0
Site_R119_C1	2D	1	2047550	6846125	2047550	6845125	180	113	108.7	1	iso_Tjunc	vrf	120	-5.65	5.65	1	2.66	111.36	2.45	2.66	0	16.9682	104.14	0	0	0
Site_R119_C2	2D	1	2047550	6841985	2047550	6840985	190	113	107.14	1	iso_Tjunc	vrf	120	-5.65	5.65	1	5.06	112.2	4.72	5.06	0	20.4342	106.51	0	0	0
Site_R119_C3	2D	1	2047550	6837845	2047550	6836845	200	117	121.76	1	iso_Tjunc	vrf	120	-5.85	5.85	1	-2.4	119.36	1.97	2.4	0	22.4764	115.52	0	0	0
Site_R119_C4	2D	1	2047550	6833705	2047550	6832705	220	114	112.45	1	iso_Tjunc	vrf	120	-5.7	5.7	1	3.31	115.76	2.94	3.31	0	31.0191	115.97	0	0	0
Site_R119_C5	2D	1	2047550	6829565	2047550	6828565	240	109	104.93	1	iso_Tjunc	vrf	120	-5.45	5.45	1	5.24	110.17	4.99	5.24	0	35.5386	113.71	0	0	0
Site_R119_C6	2D	1	2047550	6825425	2047550	6824425	270	105	101.6	1	iso_Tjunc	vrf	120	-5.25	5.25	1	4.53	106.13	4.46	4.53	0	37.806	112.97	0	0	0
Site_R120_C1	2D	1	2052054	6845669	2052054	6845581.1	180	87.9	110.16	1	iso_Tjunc	2D	120	-5	5	1	2.33	112.49	2.11	2.33	0	18.7001	105	0	0	0
Site_R120_C2	2D	1	2052054	6841530.5	2052054	6841439.5	190	91	109.57	1	iso_Tjunc	2D	120	-5	5	1	3.45	113.02	3.14	3.45	0	21.9607	107	0	0	0
Site_R120_C3	2D	1	2052054	6837392.9	2052054	6837297.1	200	95.8	112.72	1	iso_Tjunc	2D	120	-5	5	1	4.43	117.15	3.93	4.43	0	24.3928	112.14	0	0	0
Site_R120_C4	2D	1	2052054	6833256.1	2052054	6833153.9	220	102.2	111.44	1	iso_Tjunc	2D	120	-5.11	5.11	1	1.95	113.39	1.75	1.95	0	33.0857	113.05	0	0	0
Site_R120_C5	2D	1	2052054	6829119	2052054	6829011	240	108	137.65	-1	iso_Tjunc	2D	120	-5.4	5.4	1	0	0	0	0	0	0	0	0	0	
Site_R120_C6	2D	1	2052054	6824983.7	2052054	6824866.3	270	117.4	103.14	1	iso_Tjunc	2D	120	-5.87	5.87	1	2.18	105.32	2.11	2.18	0	35.9352	111.83	0	0	0
Site_R4_C1	1D	1	1530054	6845657.4	1530054	6845593.5	142	63.9	66.83	1	Metrology	1D	71	-2	2	0	1.2	68.03	1.79	1.2	0	24.3381	63.77	0	0	0
Site_R4_C2	1D	1	1530054	6841521	1530054	6841449	160	72	77.38	1	Metrology	1D	80	-2	2	0	-2.41	74.97	3.11	2.41	0	22.3476	70.69	0	0	0.410115
Site_R4_C3	1D	1	1530054	6837300	1530054	6837390	200	90	77.19	1	Metrology	1D	100	-2	2	0	1.11	78.3	1.44	1.11	0	30.2276	80.1	0	0	0
Site_R4_C5	1D	1	1530054	6829132.5	1530054	6828997.5	300	135	115.45	1	Metrology	1D	150	-2.7	2.7	0	0.12	115.57	0.1	0.12	0	45.2388	122.76	0	0	0
Site_R4_C6	1D	1	1530054	6824835	1530054	6825015	400	180	163.2	1	Metrology	1D	200	-3.6	3.6	0	-0.88	162.32	0.54	0.88	0	41.6413	171.48	0	0	0
Site_R5_C1	1D	-1	1534554	6845593.5	1534554	6845529.6	142	63.9	61.01	1	Metrology	1D	71	-2	2	1	-1.25	59.76	2.05	1.25	0	24.3519	64.01	0	0	0
Site_R5_C2	1D	-1	1534554	6841449	1534554	6841377	160	72	68.54	1	Metrology	1D	80	-2	2	1	0.47	69.01	0.69	0.47	0	22.3533	73.3	0	0	0
Site_R5_C3	1D	-1	1534554	6837210	1534554	6837300	200	90	103.54	1	Metrology	1D	100	-2	2	1	-1.85	101.69	1.78	1.85	0	30.2902	99.9	0	0	0
Site_R5_C4	1D	-1	1534554	6833151	1534554	6833043	240	108	127.96	1	Metrology	1D	120	-2.16	2.16	1	-2.55	125.41	1.99	2.55	0	35.2191	119.71	0	0	0
Site_R5_C5	1D	-1	1534554	6828862.5	1534554	6828997.5	300	135	154.86	1	Metrology	1D	150	-2.7	2.7	1	-0.43	154.43	0.28	0.43	0	45.3539	147.24	0	0	0
Site_R5_C6	1D	-1	1534554	6824835	1534554	6824655	400	180	196.58	1	Metrology	1D	200	-3.6	3.6	1	1.12	197.7	0.57	1.12	0	41.5921	188.54	0	0	0
Site_R38_C1	1D	1	1683050	6846125	1683050	6845125	132	72.9	64.64	1	NoSizePitch	vrf	72	-2	2	1	2.17	66.81	3.35	2.17	0	25.0081	62.07	0	0	0.166789
Site_R38_C3	1D	1	1683050	6837845	1683050	6836845	142	72.9	66.11	1	NoSizePitch	vrf	72	-2	2	1	-0.59	65.52	0.89	0.59	0	25.0412	61.84	0	0	0
Site_R38_C4	1D	1	1683050	6833705	1683050	6832705	147	72.9	64.99	1	NoSizePitch	vrf	72	-2	2	1	-0.79	64.2	1.22	0.79	0	24.9947	61.26	0	0	0
Site_R38_C5	1D	1	1683050	6829565	1683050	6828565	152	72.9	64.93	1	NoSizePitch	vrf	72	-2	2	1	-1.39	63.54	2.14	1.39	0	24.6255	61.17	0	0	0
Site_R38_C6	1D	1	1683050	6825425	1683050	6824425	157	72.9	65.27	1	NoSizePitch	vrf	72	-2	2	1	-1.99	63.28	3.04	1.99	0	24.3274	61.42	0	0	0
Site_R39_C1	1D	1	1687550	6846125	1687550	6845125	162	72.9	65.08	1	NoSizePitch	vrf	72	-2	2	1	-2.62	62.46	4.02	2.62	0	24.5261	61.41	0	0	0.616874
Site_R39_C2	1D	1	1687550	6841985	1687550	6840985	172	72.9	64.45	1	NoSizePitch	vrf	72	-2	2	1	-2.87	61.58	4.45	2.87	0	25.9144	62.27	0	0	0.870791
Site_R39_C3	1D	1	1687550	6837845	1687550	6836845	192	72.9	65.11	1	NoSizePitch	vrf	72	-2	2	1	-2.14	62.97	3.29	2.14	0	30.523	66.15	0	0	0.141817
Site_R39_C4	1D	1	1687550	6833705	1687550	6832705	212	72.9	64.06	1	NoSizePitch	vrf	72	-2	2	1	-0.04	64.02	0.05	0.04	0	35.1825	69.01	0	0	0
Site_R39_C5	1D	1	1687550	6829565	1687550	6828565	232	70.9	63.5	1	NoSizePitch	vrf	72	-2	2	1	0.5	64	0.78	0.5	0	39.071	70.69	0	0	0
Site_R39_C6	1D	1	1687550	6825425	1687550	6824425	252	65.9	63.76	1	NoSizePitch	vrf	72	-2	2	1	0.5	64.26	0.78	0.5	0	41.2367	71.98	0	0	0
Site_R40_C1	1D	1	1692050	6846125	1692050	6845125	282	72.9	65.03	1	NoSizePitch	vrf	72	-2	2	1	-0.29	64.74	0.45	0.29	0	41.1251	73.44	0	0	0
Site_R40_C2	1D	1	1692050	6841985	1692050	6840985	312	81	65	1	NoSizePitch	vrf	72	-2	2	1	-0.82	64.18	1.26	0.82	0	39.3101	72.71	0	0	0
Site_R40_C3	1D	1	1692050	6837845	1692050	6836845	332	90	64.83	1	NoSizePitch	vrf	72	-2	2	1	-1.2	63.63	1.84	1.2	0	38.6523	71.76	0	0	0
Site_R40_C4	1D	1	1692050	6833705	1692050	6832705	352	95	64.31	1	NoSizePitch	vrf	72	-2	2	1	-0.8	63.51	1.24	0.8	0	38.7742	71.47	0	0	0
Site_R40_C5	1D	1	1692050	6829565	1692050	6828565	392	113	65.22	1	NoSizePitch	vrf	72	-2.26	2.26	1	-0.5	64.72	0.77	0.5	0	38.6457	73.3	0	0	0
Site_R41_C1	1D	1	1696550	6846125	1696550	6845125	452	72.9	65.04	1	NoSizePitch	vrf	72	-2	2	1	-0.6	64.44	0.92	0.6	0	39.4748	73.2	0	0	0
Site_R41_C2	1D	1	1696550	6841985	1696550	6840985	512	81	64.21	1	NoSizePitch	vrf	72	-2	2	1	-0.13	64.08	0.21	0.13	0	39.7011	72.76	0	0	0
Site_R41_C3	1D	1	1696550	6837845	1696550	6836845	572	90	64.56	1	NoSizePitch	vrf	72	-2	2	1	-0.28	64.28	0.43	0.28	0	40.0599	72.8	0	0	0
Site_R41_C4	1D	1	1696550	6833705	1696550	6832705	672	95	65.5	1	NoSizePitch	vrf	72	-2	2	1	-1.04	64.46	1.59	1.04	0	39.9123	72.75	0	0	0
Site_R41_C5	1D	1	1696550	6829565	1696550	6828565	872	113	65.67	1	NoSizePitch	vrf	72	-2.26	2.26	1	-0.92	64.75	1.39	0.92	0	39.9284	73.14	0	0	0
Site_R41_C6	1D	1	1696550	6825425	1696550	6824425	1272	140	65.7	1	NoSizePitch	vrf	72	-2.8	2.8	1	-0.75	64.95	1.14	0.75	0	39.9089	73.3	0	0	0
Site_R42_C1	1D	1	1701054	6845657.6	1701054	6845592.4	140	65.2	72.5	1	NoSizePitch	1D	80	-2	2	1	1.12	73.62	1.54	1.12	0	22.528	67.96	0	0	0
Site_R42_C4	1D	1	1701054	6833239.5	1701054	6833170.5	155	69	72.83	1	NoSizePitch	1D	80	-2	2	1	-1.44	71.39	1.98	1.44	0	22.9861	67.42	0	0	0
Site_R43_C1	1D	1	1705554	6845662.1	1705554	6845587.9	170	74.2	71.73	1	NoSizePitch	1D	80	-2	2	1	-1.85	69.88	2.58	1.85	0	24.6806	68.23	0	0	0
Site_R43_C2	1D	1	1705554	6841524.2	1705554	6841445.8	180	78.4	71.8	1	NoSizePitch	1D	80	-2	2	1	-1.88	69.92	2.62	1.88	0	26.8623	69.9	0	0	0
Site_R43_C3	1D	1	1705554	6837301.9	1705554	6837388.1	200	86.2	71.67	1	NoSizePitch	1D	80	-2	2	1	-0.67	71	0.94	0.67	0	31.2095	73.82	0	0	0
Site_R43_C4	1D	1	1705554	6833250.7	1705554	6833159.3	220	91.4	70.73	1	NoSizePitch	1D	80	-2	2	1	0.63	71.36	0.89	0.63	0	35.0686	76.47	0	0	0
Site_R43_C5	1D	1	1705554	6829112.1	1705554	6829017.9	240	94.2	71.21	1	NoSizePitch	1D	80	-2	2	1	0.12	71.33	0.17	0.12	0	38.1251	78.08	0	0	0
Site_R43_C6	1D	1	1705554	6824972.5	1705554	6824877.5	260	95	71.64	1	NoSizePitch	1D	80	-2	2	1	-0.27	71.37	0.38	0.27	0	39.5834	79.07	0	0	0
Site_R44_C1	1D	1	1710054	6845671.6	1710054	6845578.4	290	93.2	71.94	1	NoSizePitch	1D	80	-2	2	1	0.3	72.24	0.42	0.3	0	39.9417	80.95	0	0	0
Site_R44_C2	1D	1	1710054	6841531.2	1710054	6841438.8	320	92.4	72.25	1	NoSizePitch	1D	80	-2	2	1	-0.53	71.72	0.73	0.53	0	37.6998	80.31	0	0	0
Site_R44_C3	1D	1	1710054	6837298.5	1710054	6837391.5	340	93	72.37	1	NoSizePitch	1D	80	-2	2	1	-1.26	71.11	1.73	1.26	0	37.2418	79.27	0	0	0
Site_R44_C4	1D	1	1710054	6833251.8	1710054	6833158.2	360	93.6	71.32	1	NoSizePitch	1D	80	-2	2	1	-0.4	70.92	0.56	0.4	0	37.3895	78.87	0	0	0
Site_R44_C5	1D	1	1710054	6829111.8	1710054	6829018.2	400	93.6	72.36	1	NoSizePitch	1D	80	-2	2	1	-0.03	72.33	0.04	0.03	0	37.7687	80.97	0	0	0
Site_R45_C1	1D	1	1714554	6845671.1	1714554	6845578.9	460	92.2	71.06	1	NoSizePitch	1D	80	-2	2	1	0.66	71.72	0.93	0.66	0	38.4451	80.51	0	0	0
Site_R45_C2	1D	1	1714550	6841575	1714550	6841395	520	90	71.2	1	NoSizePitch	1D	80	-2	2	1	0.1	71.3	0.15	0.1	0	38.6686	80.01	0	0	0
Site_R45_C4	1D	1	1714554	6833160.4	1714554	6833249.6	680	89.2	71.82	1	NoSizePitch	1D	80	-2	2	1	0.02	71.84	0.03	0.02	0	38.7695	80.13	0	0	0
Site_R45_C6	1D	1	1714554	6824880	1714554	6824970	1280	90	73.03	1	NoSizePitch	1D	80	-2	2	1	-0.69	72.34	0.94	0.69	0	38.7803	80.72	0	0	0
Site_R25_C1	1D	1	1624554	6845656.9	1624554	6845594	131	62.9	73.05	1.5	pitch	pw	71	-2	2	1	1.84	74.89	2.52	2.82	0	21.5084	68.56	0	0	0
Site_R25_C2	1D	1	1624554	6841517.6	1624554	6841453.3	136	64.3	74.2	1.5	pitch	pw	71	-2	2	1	0.37	74.57	0.5	2.14	0	22.0522	68.49	0	0	0
Site_R25_C5	1D	1	1624554	6829099.6	1624554	6829031.3	151	68.3	73.41	1.5	pitch	pw	71	-2	2	1	-0.54	72.87	0.74	0.8	0	22.7053	68.22	0	0	0
Site_R26_C1	1D	1	1629054	6845661.1	1629054	6845589.8	161	71.3	72.61	1.5	pitch	pw	71	-2	2	1	-0.7	71.91	0.97	0.73	0	23.0858	68.45	0	0	0
Site_R26_C2	1D	1	1629054	6841521.6	1629054	6841449.3	166	72.3	71.87	1.5	pitch	pw	71	-2	2	1	-2.45	69.42	3.41	1.53	0	24.0849	67.25	0	0	0.45017
Site_R26_C3	1D	1	1629054	6837382.5	1629054	6837308.4	171	74.1	71.66	1.5	pitch	pw	71	-2	2	1	-3.01	68.65	4.2	1.89	0	25.0341	67.45	0	0	1.01108
Site_R26_C4	1D	1	1629054	6833243.5	1629054	6833167.4	176	76.1	71.44	1.5	pitch	pw	71	-2	2	1	-3.01	68.43	4.21	1.86	0	26.1469	68.11	0	0	1.00735
Site_R26_C5	1D	1	1629054	6829104.6	1629054	6829026.3	181	78.3	71.21	1.5	pitch	pw	71	-2	2	1	-2.3	68.91	3.24	1.57	0	27.2078	69.31	0	0	0.30467
